LinkID,ExerciseID,ProductID,VideoTitle,VideoURL,Sport,Body Part,Level
V80,,P01,RMT Club Mobility Training Exercise for Better Coordination,https://www.youtube.com/watch?v=JZm_MpGtK8I,,,
V79,,,Stability & Mobility Training Exercise for Shoulder Strength,https://www.youtube.com/watch?v=3tV8PbbdLj8,,,
V78,,P02,BOSU Ball Side Lunges for a Lower Body Workout,https://www.youtube.com/watch?v=Ivv2RgZEAE0,,,
V77,,P01,Shoulder Mobility Training: Shoulder Rolls with the RMT Club,https://www.youtube.com/watch?v=ovqm3BQ7DNw,,,
V76,,,Straight-Leg Romanian Deadlifts to Build Functional Strength,https://www.youtube.com/watch?v=y1ADl7jfre4,,,
V75,,P06,Elastic Band Squat Exercises using Mini Bands,https://www.youtube.com/watch?v=QlZ8dEfc0sY,,,
V74,,,Functional Training: Build Strength with Elastic Band Push-ups,https://www.youtube.com/watch?v=ZaLDao7lzAw,,,
V73,,P01,RMT Club Exercise to Build Coordination: Forward Club Lunge,https://www.youtube.com/watch?v=R_7WGJAYXRQ,,,
V72,,,Surf Exercises for Balance & Coordination: Integrative Lunges,https://www.youtube.com/watch?v=800bTN82Tys,,,
V71,,P01,Breakdance Training with the RMT Club,https://www.youtube.com/watch?v=9xNkS7TDWdc,,,
V70,,P01,Rotational Movement Training®: Spiraling Swings with RMT Club,https://www.youtube.com/watch?v=6IJwdnB4Qyg,,,
V69,,P01,The RMT Club - Time to Go to Work,https://www.youtube.com/watch?v=v6y7vu2BZjA,,,
V68,,P01,Baseball Exercises with RMT Club for Hip Power & Drive,https://www.youtube.com/watch?v=qEpA6Dz2KTI,,,
V67,,P01,Functional Training with the RMT Club: Double Club Strikes,https://www.youtube.com/watch?v=UJ-R7vlNLc8,,,
V66,,P01,RMT Club Baseball Exercise - Chop Swings,https://www.youtube.com/watch?v=7WmYE4Sq7HI,,,
V65,,,"3 Football Exercises using the Lifesaver Rope for Strength, Power, and Speed",https://www.youtube.com/watch?v=oBX3u43XFEI,,,
V64,,P01,RMT Club Conditioning Exercise for Building Technique,https://www.youtube.com/watch?v=1Q9ia8-DfgQ,,,
V63,,P01,Baseball Exercise with a RMT Club to Improve Throwing Power,https://www.youtube.com/watch?v=GP-vzjLXd8Y,,,
V62,,,Balance Training with PowerStax Risers: Your Power Position,https://www.youtube.com/watch?v=kNt_wCWJLIM,,,
V61,,P01,RMT Clubs for Non-Dominant Side Training®,https://www.youtube.com/watch?v=5wtMPsJOVp8,,,
V60,,,POWERSTAX Risers: Side to Side Lunges to Build Rotational Strength,https://www.youtube.com/watch?v=1fAxAgaXaNs,,,
V59,,P02,BOSU Elite Core Training: The Dead Bug,https://www.youtube.com/watch?v=s5kTYHpAMYw,,,
V58,,,Surf Training: Core & Rotational Exercise for Better Surfing,https://www.youtube.com/watch?v=-Dbesj-Mnaw,,,
V57,,,Improve Grip Strength | RMT Yoke Rope Workout,https://www.youtube.com/watch?v=ItOPAcqUHDw,,,
V56,,,Full Body Rotational Lunge with the RMT Yoke Rope,https://www.youtube.com/watch?v=Set5pKEYAYM,,,
V55,,P01,Surf Exercises to Help Improve Backside Turns | WeckMethod RMT Club,https://www.youtube.com/watch?v=cPv9tF4Zybw,,,
V54,,P01,Surf Training with the RMT Club | Frontside & Backside Turns,https://www.youtube.com/watch?v=7hvNc_3NIV8,,,
V53,,P01,WeckMethod RMT® Club,https://www.youtube.com/watch?v=8fFqPlrvX1Q,,,
V52,,"P01, P02",BOSU Elite Money Maker Squats Using the RMT Club,https://www.youtube.com/watch?v=bkL0DxhA-Rc&t=6s,,,
V51,,P21,Squat Technique to Improve Mobility Using the WeckMethod C-Fist,https://www.youtube.com/watch?v=BIisI6ZtYaI,,,
V50,,,Mobility Training with the RMT Yoke Rope: TNTs,https://www.youtube.com/watch?v=BgeY2xtKZk4,,,
V49,,P01,RMT Club Lateral Lunge & Hiit Exercise: Hockey Swings,https://www.youtube.com/watch?v=m_pzWMfGr_E,,,
V48,,P04,Rope Workout for Power & Rotation with RMT Yoke Rope,https://www.youtube.com/watch?v=kabLdqxd_cg,,,
V47,,P01,Surf Exercise | Surf Training | Air Reverse Practice with the RMT Club,https://www.youtube.com/watch?v=VwgbSHPYUrs,,,
V46,,P02,BOSU Elite Core Stability Exercises: Bow Bends,https://www.youtube.com/watch?v=eYWwzjCanLw,,,
V45,,P01,RMT Club Side to Side Exercise for Rotation & Coordination,https://www.youtube.com/watch?v=-GFUnH4zN-A,,,
V44,,P01,3 Rotational Movement Training® Exercises with the RMT Club,https://www.youtube.com/watch?v=igXmEzOD-h4,,,
V43,,P01,Golf Exercise: Weight Shift Swings with the RMT Club,https://www.youtube.com/watch?v=4dGWByvzz_Q,,,
V42,,P06,Elastic Band Exercises for Better Running & Squat Mechanics,https://www.youtube.com/watch?v=F4v6JiOyq60,,,
V41,,P02,Proper Squat Form on the BOSU Elite: The Money Maker | WeckMethod,https://www.youtube.com/watch?v=wjtjDaCAHYE,,,
V40,,,Improve Squatting Form Using the Neutral Squat Technique | WeckMethod,https://www.youtube.com/watch?v=OtuxamvVbmo,,,
V39,,P02,BOSU Elite | Core Strengthening Exercise | Flat Jacks,https://www.youtube.com/watch?v=0NZBlWQbT_4,,,
V38,,P01,Golf Exercise: Swing Extensions with the RMT Club,https://www.youtube.com/watch?v=rBrkzbYzQN0,,,
V37,,,Running Technique: Hand Position to Help You Run Better,https://www.youtube.com/watch?v=SEWCmsLjZRA,,,
V36,,P01,Golf Exercise: RMT Club Ratchet Swings for Core & Rotation,https://www.youtube.com/watch?v=ruDrpe5lLyA,,,
V35,,P02,Running Tips: Proper Running Form & Strength Training on BOSU Elite,https://www.youtube.com/watch?v=QIsRSXJSVk0,,,
V34,,P02,Foot Strengthening Exercises For Running & Agility w/ the BOSU Elite - WeckMethod BOSU Ball Workout,https://www.youtube.com/watch?v=4ZXdj_8vudY,,,
V33,,P02,BOSU® Elite Sprinter Squats | Speed Training Technique | Running Tips,https://www.youtube.com/watch?v=kEwPF0PFYQk,,,
V32,,P01,Plank Workout | Core Stability Exercises | RMT Club,https://www.youtube.com/watch?v=r0nGsMcjjVk,,,
V31,,P01,Hiit Core Exercise with the RMT Club: Circle Stops,https://www.youtube.com/watch?v=z0WH7nFtyKA,,,
V30,,,Running Tips | Elastic Band Exercises for Agility & Speed Training,https://www.youtube.com/watch?v=z_czc5nxMBg,,,
V29,,,3 Carpal Tunnel Exercises for Wrist Pain Relief,https://www.youtube.com/watch?v=4gCPRaWLvFU,,,
V28,,,Shoulder Workout | The Spiraling Tea Cup | Full Body Training,https://www.youtube.com/watch?v=0IWE9fi9tJ8,,,
V27,,P01,HIIT Training Exercise with RMT® Club: 90º Bailer,https://www.youtube.com/watch?v=YJSeVMm0RzQ,,,
V26,,P01,Hip Hinge & Balance Exercises with the RMT Club,https://www.youtube.com/watch?v=wrM7u2MPmYA,,,
V25,,P01,Rotational Movement Training® with the RMT® Club: The TNT,https://www.youtube.com/watch?v=dYIwTKllFlY,,,
V24,,P01,Strengthen and Stabilize Your Core with the RMT Club: Pike Ups,https://www.youtube.com/watch?v=ZQ42qaN-Wk8,,,
V23,,P01,Functional Core Strengthening Exercise with the RMT Club Russian Twist,https://www.youtube.com/watch?v=Xo0f-xH2rlg,,,
V22,,,Functional Strength Training: Foot Strengtening Exercises,https://www.youtube.com/watch?v=QQBgUlmB2zM,,,
V21,,P01,RMT Club High Intensity Exercise: The Swing & Switch,https://www.youtube.com/watch?v=n1MelcxpiJo,,,
V20,,P01,Lower Body Exercise: Side to Side Lunges with RMT® Club,https://www.youtube.com/watch?v=9f1AL0OJDk8,,,
V19,,P01,RMT® Club Functional Strength Training: Heavy Bag Hits,https://www.youtube.com/watch?v=Uqe_v9eFyNM,,,
V18,,,Rotational Movement Training®: What is It?,https://www.youtube.com/watch?v=ztjqsHTzHSQ,,,
V17,,P01,WeckMethod RMT® Club: The Ground Strike & Athletic Shuffle,https://www.youtube.com/watch?v=F5L6x3754LU,,,
V16,,,Sprinting: Why Everyone Should Do it,https://www.youtube.com/watch?v=taA5BE9RUUU,,,
V15,,P01,Shoulder Mobility Exercises with the RMT® Club | Figure 8s,https://www.youtube.com/watch?v=RS2guwCqlfM,,,
V14,,,Plantar Fasciitis Stretches for Foot Pain Relief,https://www.youtube.com/watch?v=wgwIKo1CscM,,,
V13,,P01,Squat Mechanics with RMT Club: The Samurai Squat,https://www.youtube.com/watch?v=LpHaeU6fCws,,,
V12,,,Running Tips | Form Training Technique: Head Over Feet,https://www.youtube.com/watch?v=-tPJm9lg54A,,,
V11,,P01,Check Swing Drill with the RMT™ Club,https://www.youtube.com/watch?v=GiNxkbPGve0,,,
V10,,,Running Tips | Form Training Technique: Striking Step,https://www.youtube.com/watch?v=1MsJPa0sEoA,,,
V09,,P01,Throwing Drill: Overhand Throw with the RMT™ Club,https://www.youtube.com/watch?v=tsCDhBSWvow,,,
V08,,,Body Alignment Tips | Athletic Posture: The Power Position,https://www.youtube.com/watch?v=kqUHAObTvjY,,,
V07,,,Myofascial Release for Immediate Wrist Pain Relief | WeckMethod,https://www.youtube.com/watch?v=NIDsd5VyS6w,,,
V06,,,Importance of Non-Dominant Side Training®,https://www.youtube.com/watch?v=fO33rg_ccBk,,,
V05,,,Running Tips | Speed Training Technique: The Palm Reader,https://www.youtube.com/watch?v=fQ7h0bzHBrY,,,
V04,,P18,WeckMethod Online Certification,https://www.youtube.com/watch?v=AdMr2UgOj6Y,,,
V03,,P21,WeckMethod CoreFIST Trainer - Instructional Video,https://www.youtube.com/watch?v=C8hDrFy6w4Y,,,
V02,,,WeckMethod™ Balanced Movement Lecture at San Diego State University,https://www.youtube.com/watch?v=emkCtVvMxXU,,,
V01,,,How To Prevent & Relieve Plantar Fasciitis - Foot Pain & Heel Pain Relieve,https://www.youtube.com/watch?v=_h6jlifZgBc,,,
